"SubjectId" "Activity" "BodyAccJerkMean" "BodyGyroMean" "BodyGyroJerkMean"
9 "WALKING_UPSTAIRS" -0.789555753265306 0.129153963587755 0.00188403497959184
9 "WALKING_DOWNSTAIRS" -0.403224674459524 -0.112277655214286 -0.0921238957047619
9 "SITTING" -0.57533498376 0.0213074293 -0.031930473586
9 "STANDING" -0.639508432777778 0.0116017230222222 0.00486631672888889
9 "LAYING" -0.54830498278 0.000991077232 -0.021817851338
10 "WALKING" -0.59558960245283 -0.0198411322830189 -0.0428316086415094
10 "WALKING_UPSTAIRS" -0.751719692765957 0.110293662446809 -0.00753000246808511
10 "WALKING_DOWNSTAIRS" -0.547712023026316 -0.0333449637368421 -0.03416183895
10 "SITTING" -0.804067012962963 -0.000753881064814814 0.0412403814888889
10 "STANDING" -0.612473792295455 -0.0137904686068182 0.0303705889893182
10 "LAYING" -0.652761302258621 -0.0238729803927759 -0.0121815291103448
11 "WALKING" -0.687857339830508 0.0619381137627119 -0.0436671078627119
11 "WALKING_UPSTAIRS" -0.789635698518519 -0.0168575571111111 -0.0632903681592593
11 "WALKING_DOWNSTAIRS" -0.820990264782609 -0.0465072536521739 0.0251428884217391
11 "SITTING" -0.529338569843396 -0.0117860105754717 -0.010568244054717
11 "STANDING" -0.752054279574468 -0.00231669177765958 -0.0139522134659574
11 "LAYING" -0.673476754649123 0.00275033849298246 0.00143538724210526
12 "WALKING" -0.50245994594 0.044980068738 0.0160849354
12 "WALKING_UPSTAIRS" -0.465438343617308 0.052339373075 0.0388568273076923
12 "WALKING_DOWNSTAIRS" -0.567993233347826 -0.0265533425217391 0.0328773766739131
12 "SITTING" -0.630244630607843 0.0156315910333137 -0.0246810833392157
12 "STANDING" -0.701466053590164 0.00891991761311475 0.0123418553803279
12 "LAYING" -0.573839129 0.0042722982335 0.0232429679216667
13 "WALKING" -0.125416053077544 0.0124904895157895 0.011902906
13 "WALKING_UPSTAIRS" -0.699055850127273 0.0134427051454545 0.0436485618036364
13 "WALKING_DOWNSTAIRS" -0.619837416377021 -0.0477491987 0.0220198444893617
13 "SITTING" -0.689945641836735 -0.0313853361489796 0.0209112877122449
13 "STANDING" -0.752160919087719 0.0144234182722807 -0.0235598900684211
13 "LAYING" -0.299861881967742 -0.000126342648387096 0.00324191442096774
14 "WALKING" -0.708447584915254 0.0594629443644068 0.00846107225254238
14 "WALKING_UPSTAIRS" -0.849483217222222 0.072254155537037 -0.00915395983333333
14 "WALKING_DOWNSTAIRS" -0.781775930222222 0.00354991522222222 0.106421773333333
14 "SITTING" -0.64939847962963 0.0276023255666667 0.014669054387037
14 "STANDING" -0.56326623965 0.00742967239083333 0.017584753905
14 "LAYING" -0.744126936078431 0.017729670654902 0.0116599807576471
15 "WALKING" -0.550720290074074 0.0113831357222222 -0.0788266042777778
15 "WALKING_UPSTAIRS" -0.878466222708333 0.0443572382083333 -0.0221758428125
15 "WALKING_DOWNSTAIRS" -0.614429020714286 0.0334675068309524 0.0167093419811905
15 "SITTING" -0.66745195490339 0.00128044672722034 0.0122376311237288
15 "STANDING" -0.678205956735849 -0.00231995023396226 0.0222929098130189
15 "LAYING" -0.646074474736111 0.00415722316152778 -0.0187121703680556
16 "WALKING" -0.641839591921569 0.014808426 0.0100011474509804
16 "WALKING_UPSTAIRS" -0.75612487627451 0.0238927530392157 0.0808783829
16 "WALKING_DOWNSTAIRS" -0.652364910212766 -0.163042575021277 -0.0449862704468085
16 "SITTING" -0.750547752028985 0.0179629102608696 -0.000160159956521735
16 "STANDING" -0.698207280012821 0.00591798000538462 0.0410077142538462
16 "LAYING" -0.712177962571429 0.0539272789731429 0.0259656101685714
17 "WALKING" -0.0244753786213115 0.0631849965737705 -0.00860624890163935
17 "WALKING_UPSTAIRS" -0.765805938333333 0.0589956285104167 0.0683932524979167
17 "WALKING_DOWNSTAIRS" -0.746840256521739 -0.0617784494130435 -0.120553975717391
17 "SITTING" -0.80538376921875 -0.0091761503225 0.00281352192328125
17 "STANDING" -0.787452703205128 0.0151142472629487 0.00301967217179487
17 "LAYING" -0.588998240084507 0.00777276090309859 0.0190444742957746
18 "WALKING" -0.812197379821429 0.0392682820178571 0.0230035141785714
18 "WALKING_UPSTAIRS" -0.827289924310345 0.0145957021172414 0.0709435610091379
18 "WALKING_DOWNSTAIRS" -0.560485189309091 -0.0270513275454545 -0.0321249909363636
18 "SITTING" -0.74529630245614 0.0146348425982456 0.0111668165140351
18 "STANDING" -0.687179363561644 0.00991716683630137 0.000636839232876713
18 "LAYING" -0.807866348307692 0.00780201507692308 0.0285001830563077
19 "WALKING" -0.464589354653846 -0.0347371576365385 0.00980404751923077
19 "WALKING_UPSTAIRS" -0.750044565075 0.0217096617725 0.00585621357499999
19 "WALKING_DOWNSTAIRS" -0.686289217179487 5.44181692307714e-05 0.0187805524358974
19 "SITTING" -0.604993451520548 0.0358415172794521 -0.0203678172205479
19 "STANDING" -0.660947432863014 0.0134942698739726 0.00551845562821918
19 "LAYING" -0.647074488228916 -0.0211074851851807 0.0113723793
20 "WALKING" -0.60524228745098 -0.00401248347058823 0.0302966773176471
20 "WALKING_UPSTAIRS" -0.625722556862745 0.00577248834509804 -0.0550380312745098
20 "WALKING_DOWNSTAIRS" -0.468011431711111 -0.0553990875311111 0.0429476564444444
20 "SITTING" -0.706881332727273 0.0295022701836364 0.0217677662666667
20 "STANDING" -0.474899470520548 0.0146216248869863 0.00600846000123288
20 "LAYING" -0.717259506470588 0.00103809244558823 0.0201551673544118
21 "WALKING" 3.63778980769256e-05 -0.00341850440384616 -0.01283037275
21 "WALKING_UPSTAIRS" -0.727635524978723 -0.031592032893617 -0.0664956520638298
21 "WALKING_DOWNSTAIRS" -0.651125256488889 0.0325317716666667 -0.0416673577777778
21 "SITTING" -0.758892932623529 0.0424169609831765 -0.00161665603176471
21 "STANDING" -0.641948814573034 0.0169999900124719 -0.023120938352809
21 "LAYING" -0.719889233966667 7.52968693333333e-05 0.0209488810833333
22 "WALKING" 0.218377343173913 -0.00700273821739131 0.0411484050869565
22 "WALKING_UPSTAIRS" -0.371277543119048 0.0440866626738095 -0.0592812958095238
22 "WALKING_DOWNSTAIRS" -0.827636431944444 -0.0477293001888889 -0.0517115658333333
22 "SITTING" -0.693917178870968 -0.00310506776290323 -0.0152935294256452
22 "STANDING" -0.511427941253968 0.00462641322539682 0.0194333314460317
22 "LAYING" -0.527148863734722 0.0276393547430556 0.0484043605875
23 "WALKING" -0.510462971864407 0.0304546177791525 -0.0766106376715254
23 "WALKING_UPSTAIRS" -0.827641445490196 0.0310652768554902 0.0332454765882353
23 "WALKING_DOWNSTAIRS" -0.634748861481481 -0.0787097195925926 -0.0309622597407407
23 "SITTING" -0.626488521632353 0.0115616352485294 -0.00224226963529411
23 "STANDING" -0.672143826323529 0.0118790023266176 0.0156168896279412
23 "LAYING" -0.590759504084722 0.0157281639125 -0.008233394775
24 "WALKING" -0.138836258468966 -0.00303003688275862 -0.102713928482759
24 "WALKING_UPSTAIRS" -0.612191375474576 -0.0190694556338983 -0.00932266703898305
24 "WALKING_DOWNSTAIRS" -0.293408984658182 -0.0563071787363636 0.00706070274545454
24 "SITTING" -0.744111692794118 0.0205587512469118 -0.00503036659779412
24 "STANDING" -0.628587838130435 0.01294374399 0.0208373898065217
24 "LAYING" -0.750695363041667 0.0169966002519444 0.00373768258055556
25 "WALKING" -0.237123475222973 -0.0313601189563514 0.0971389151824324
25 "WALKING_UPSTAIRS" -0.770478158307692 0.0137047529692308 0.0261519510461538
25 "WALKING_DOWNSTAIRS" -0.664832344482759 -0.0710775796206897 -0.0854018992413793
25 "SITTING" -0.724970012307692 0.00795462410923077 -0.00733065523846154
25 "STANDING" -0.675991385108108 -0.00609315455810811 0.0127270486594595
25 "LAYING" -0.650551967205479 0.0683084738424658 0.203259965863014
26 "WALKING" -0.197510257135593 0.0467814119830509 -0.00473099461016949
26 "WALKING_UPSTAIRS" -0.645973463818182 0.0418995553890909 0.0466143060363636
26 "WALKING_DOWNSTAIRS" -0.6715191218 0.076784770398 -0.0461740932
26 "SITTING" -0.781498883820513 -0.00026885276025641 0.0334113465417949
26 "STANDING" -0.646929338702703 -0.00521489950959459 0.0272384216905405
26 "LAYING" -0.671745397894737 -4.19627976315778e-05 0.02649011025
27 "WALKING" -0.520884115438596 0.0125394930526316 0.0248390150824561
27 "WALKING_UPSTAIRS" -0.493453708392157 0.0302610459509804 0.0173688089411765
27 "WALKING_DOWNSTAIRS" -0.633233383409091 -0.109720268022727 0.000934885772727272
27 "SITTING" -0.7367434976 -0.000321402391857144 0.0256382561075714
27 "STANDING" -0.696428368675 0.01721205718025 0.03469933958
27 "LAYING" -0.775668987297297 0.0216426473783784 -0.00947344800405405
28 "WALKING" -0.620487802407407 0.00631194320370369 -0.0430248398888889
28 "WALKING_UPSTAIRS" -0.607627750196078 0.0617588462745098 0.050281174772549
28 "WALKING_DOWNSTAIRS" -0.53429168676087 -0.13313541226087 -0.049665982673913
28 "SITTING" -0.674768638944444 0.0123677880686111 0.00766235295972222
28 "STANDING" -0.597473409081013 0.00760995031037975 0.0150505403316456
28 "LAYING" -0.65429300075 0.03881748636 -0.0392425155825
29 "WALKING" -0.583442984150943 0.0693133134301887 -0.0579199534415094
29 "WALKING_UPSTAIRS" -0.868103154897959 0.0555661945040816 -0.0594013960816327
29 "WALKING_DOWNSTAIRS" -0.536116714791667 -0.0602061182708333 0.0681507695833333
29 "SITTING" -0.743195183533333 0.0203556366216667 0.00583557285
29 "STANDING" -0.793846328307692 -0.0148216215286154 0.0217420439907692
29 "LAYING" -0.848334772898551 -0.0125185704144928 -0.00848450109014493
30 "WALKING" -0.426214349476923 0.0530152821107692 -0.0152830439430769
30 "WALKING_UPSTAIRS" -0.702137302461538 -0.000180217029230768 0.0868940141184615
30 "WALKING_DOWNSTAIRS" -0.65797137516129 0.00656996201435484 -0.0615355431774194
30 "SITTING" -0.727294160967742 -0.0151925479935484 0.0458753732667742
30 "STANDING" -0.551246307745763 0.0172814371937288 0.00416689158813559
30 "LAYING" -0.5873476148 -0.0106131241642857 0.0369006013185714
